id,claim_topic,evidence_text,stance,source,url
534,Can increased water consumption prevent migraines or other headaches?,"Claim: Can increased water consumption prevent migraines or other headaches? | Finding: Whether drinking more water can prevent headaches cannot be answered satisfactorily on the basis of studies conducted to date. If there is an effect, however, it is likely to be very small.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/wasser-trinken-kopfschmerzen/
535,"Offer the following herbal appetite suppressants effective and safe weight loss support:
Devil's Tongue (Konjac Root), Caralluma fimbriata, Garcinia cambogia, Gymnea sylvestre, Ephedra, Irvinia gabonensis, Fenugreek, Hoodia gordonii, Common Bean, Bitter Orange?","Claim: Offer the following herbal appetite suppressants effective and safe weight loss support:
Devil's Tongue (Konjac Root), Caralluma fimbriata, Garcinia cambogia, Gymnea sylvestre, Ephedra, Irvinia gabonensis, Fenugreek, Hoodia gordonii, Common Bean, Bitter Orange? | Finding: Due to the number of studies, it is unclear for a number of supposedly appetite-suppressing dietary supplements whether they can support successful weight loss. Well-done studies that run over a long period of time with a sufficient number of test subjects are scarce. Evidence for long-term safety and simultaneous efficacy is therefore lacking.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/abnehmen-pflanzliche-appetitzuegler/
536,Are there health benefits to screening the general population for chronic obstructive pulmonary disease (COPD) as a precaution?,Claim: Are there health benefits to screening the general population for chronic obstructive pulmonary disease (COPD) as a precaution? | Finding: Even people with moderately severe COPD may have little health benefit from starting treatment as early as possible. People without symptoms who are diagnosed with COPD only as a result of a screening test are therefore unlikely to gain much health benefit from drug treatment.,refutes,Medizin Transparent,https://www.medizin-transparent.at/copd/
537,Can cow's milk cause iron deficiency in babies in the first year of life?,"Claim: Can cow's milk cause iron deficiency in babies in the first year of life? | Finding: Cow's milk is low in usable iron. Therefore, cow's milk appears to increase the likelihood of iron deficiency in the blood of babies. It is unclear whether animal milk increases the risk of type 1 diabetes or blood in the stool, or reduces the likelihood of allergic diseases.",supports,Medizin Transparent,https://www.medizin-transparent.at/ist-kuhmilch-gesund-fuer-babys/
538,Does cow's milk for babies have other health disadvantages??,"Claim: Does cow's milk for babies have other health disadvantages?? | Finding: Cow's milk is low in usable iron. Therefore, cow's milk appears to increase the likelihood of iron deficiency in the blood of babies. It is unclear whether animal milk increases the risk of type 1 diabetes or blood in the stool, or reduces the likelihood of allergic diseases.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/ist-kuhmilch-gesund-fuer-babys/
539,Does drinking breast milk as a baby have a positive effect on later health and development?,"Claim: Does drinking breast milk as a baby have a positive effect on later health and development? | Finding: It is possible that children who have been exclusively breastfed for a long time are somewhat less likely to become overweight later on. There is also evidence that their IQ is slightly higher. However, it is difficult to isolate the influence of breast milk drinking. Therefore, it is questionable what significance the effects found have in practice.",supports,Medizin Transparent,https://www.medizin-transparent.at/langzeit-schutzeffekt-von-muttermilch/
540,Does Almased help with excess weight better than other diets?,"Claim: Does Almased help with excess weight better than other diets? | Finding: Those who reduce their calorie intake with the help of Almased lose weight. However, whether the product facilitates a diet or works better than other diets is not sufficiently studied.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/abnehmen-mit-almased/
541,"Do products with talc, such as baby powder, increase the risk of ovarian cancer?","Claim: Do products with talc, such as baby powder, increase the risk of ovarian cancer? | Finding: Basically, cohort studies are more informative than case-control studies. The two existing large cohort studies speak against an increased risk, almost all case-control studies for an increased risk. In order not to underestimate a possible risk, we assess the study situation as unclear despite the cohort studies.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/talkum-krebs/
542,"Do large portions, large plates or glasses, and larger packaging cause us to eat and drink more?","Claim: Do large portions, large plates or glasses, and larger packaging cause us to eat and drink more? | Finding: The results of previous studies show that people generally seem to eat more and drink more (non-alcoholic) beverages when they are served larger portions. Whether smaller portions prevent obesity in the long term, however, has not been researched.",supports,Medizin Transparent,https://www.medizin-transparent.at/grosse-portionen/
543,Does taking coconut oil improve mental abilities in dementia like Alzheimer's disease?,Claim: Does taking coconut oil improve mental abilities in dementia like Alzheimer's disease? | Finding: We could find only one clinical study on the use of coconut oil in Alzheimer's disease. This was of such poor quality that no firm statement is possible.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/kokosoel-alzheimer/
544,"Does the preparation ""CAPS immu"" from Ringana reduce the risk of infections in healthy people?","Claim: Does the preparation ""CAPS immu"" from Ringana reduce the risk of infections in healthy people? | Finding: Neither for the preparation itself nor for the individual components has such an effect been proven in clinical studies according to our research.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/ringana-immunssystem/
545,Do extracts from grape seeds have a health-promoting effect?,Claim: Do extracts from grape seeds have a health-promoting effect? | Finding: The quality of studies available to date is too poor and the results are too contradictory to assess whether grape seed extract has a health-promoting effect.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/traubenkernextrakt-opc/
546,Is the administration of magnesium through the skin effective?,"Claim: Is the administration of magnesium through the skin effective? | Finding: There are no well-done studies on this subject. Therefore, we lack reliable information as to whether or in what form magnesium can possibly penetrate the skin and then also have a (desired) effect.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/geht-magnesium-durch-die-haut/
547,Do kava kava supplements help with anxiety disorders?,"Claim: Do kava kava supplements help with anxiety disorders? | Finding: The fact that kava kava may slightly alleviate symptoms of an anxiety disorder is only weakly supported by studies. In addition, several cases of severe liver damage from preparations made from it are known in Europe and the USA.",supports,Medizin Transparent,https://www.medizin-transparent.at/kava-kava/
548,Do ultrasound devices help against dust mites?,"Claim: Do ultrasound devices help against dust mites? | Finding: Only dubiously published studies exist, the quality and significance of which cannot be assessed. Consequently, the effectiveness of the ultrasound devices is unclear.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/mit-ultraschall-gegen-hausstaubmilben/
549,"Does the risk of food allergy decrease if babies are fed potentially allergenic foods (cow's milk, peanuts, chicken egg) as late as possible for the first time?","Claim: Does the risk of food allergy decrease if babies are fed potentially allergenic foods (cow's milk, peanuts, chicken egg) as late as possible for the first time? | Finding: in none of the clinical studies to date has the risk of food allergy decreased by feeding these foods as late as possible. Whether early supplementary feeding can reduce the risk is less clear, but possible at least for peanut allergy. For fish, sesame and wheat, there is only one study, the results of which need to be confirmed in further studies.",refutes,Medizin Transparent,https://www.medizin-transparent.at/nahrungsmittelallergie-vermeiden/
550,"for fish, sesame, wheat?","Claim: for fish, sesame, wheat? | Finding: in none of the clinical studies to date has the risk of food allergy decreased by feeding these foods as late as possible. Whether early supplementary feeding can reduce the risk is less clear, but possible at least for peanut allergy. For fish, sesame and wheat, there is only one study, the results of which need to be confirmed in further studies.",refutes,Medizin Transparent,https://www.medizin-transparent.at/nahrungsmittelallergie-vermeiden/
551,"Can willow bark tea help with inflammation, pain or fever?","Claim: Can willow bark tea help with inflammation, pain or fever? | Finding: Significant, well-conducted studies are lacking on the effects of willow bark tea on pain, inflammation, or fever.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/weidenrindentee-alternative-zu-aspirin/
552,"Can a supposedly ""high acid"" diet weaken bones?","Claim: Can a supposedly ""high acid"" diet weaken bones? | Finding: It is not likely that a supposedly ""acid-rich"" diet weakens the bones. There are no scientific studies on the effect on other diseases.",refutes,Medizin Transparent,https://www.medizin-transparent.at/basenfasten-die-kur-fur-ihre-geldborse/
553,"Does a supposedly ""alkaline-rich"" diet prevent chronic diseases?","Claim: Does a supposedly ""alkaline-rich"" diet prevent chronic diseases? | Finding: It is not likely that a supposedly ""acid-rich"" diet weakens the bones. There are no scientific studies on the effect on other diseases.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/basenfasten-die-kur-fur-ihre-geldborse/
554,Can a blood test detect mental illness?,"Claim: Can a blood test detect mental illness? | Finding: Stress can certainly affect blood values, but conversely, we are not aware of any blood test that is actually useful for diagnosing mental illness.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/bluttest-fuer-die-psyche/
555,Is surgery for an anterior cruciate ligament tear (by replacing the broken anterior cruciate ligament with tendon tissue from another part of the leg) followed by physical therapy better than physical therapy alone?,"Claim: Is surgery for an anterior cruciate ligament tear (by replacing the broken anterior cruciate ligament with tendon tissue from another part of the leg) followed by physical therapy better than physical therapy alone? | Finding: No differences are found between the two treatment methods after either two or five years. However, this should be viewed with great caution. In a study on this, many patients in the group with physiotherapy had surgery after all within the next five years.",refutes,Medizin Transparent,https://www.medizin-transparent.at/kreuzbandriss-op/
556,Can motherwort reduce migraine attacks?,"Claim: Can motherwort reduce migraine attacks? | Finding: The existing studies differ greatly in their methods and the results are sometimes contradictory. According to the study with the most participants, motherwort can slightly reduce the number of migraine attacks per month.",supports,Medizin Transparent,https://www.medizin-transparent.at/mit-mutterkraut-gegen-migraene/
557,Does metal in bed disturb sleep?,"Claim: Does metal in bed disturb sleep? | Finding: Again and again consumers hear that bedsteads made of certain metals or with metal parts are harmful to health. But scientific studies on this are lacking. For this reason, we cannot say whether metal beds change the electrosmog exposure and thus perhaps even have a negative impact on health. From today's point of view, however, a clear danger does not seem particularly likely.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/elektrosmog-besser-schlafen-ohne-metall/
558,Does heat treatment (radiofrequency ablation or radiofrequency heat ablation of benign nodules of the thyroid gland work as well as conventional surgical methods?,Claim: Does heat treatment (radiofrequency ablation or radiofrequency heat ablation of benign nodules of the thyroid gland work as well as conventional surgical methods? | Finding: It is currently not clear whether this method achieves the same success as conventional surgical methods. The quality of the studies found is poor and leaves many questions about the effectiveness of the method unanswered. Possible undesirable side effects and long-term consequences are also unknown.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/schilddruesen-tumoren-einheizen/
559,Does Imunoglukan strengthen the immune system?,"Claim: Does Imunoglukan strengthen the immune system? | Finding: There are no studies that attest to Imunoglukan having a specific effect on a specific disease, nor any that confirm a general immune-boosting effect. The existing studies have glaring deficiencies.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/pilz-power-fuer-das-immunsystem/
560,Do cell phones promote the development and growth of tumors in the head?,"Claim: Do cell phones promote the development and growth of tumors in the head? | Finding: Despite intensive research, it is currently still unclear whether cell phones promote tumor diseases. According to current knowledge, the risk increases only minimally, if at all.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/krebs-durch-handys/
561,Does wearing bras promote breast cancer risk?,"Claim: Does wearing bras promote breast cancer risk? | Finding: The extent to which wearing bras affects breast cancer risk is poorly understood. So far, results of case-control studies tend to argue against a risk from bras, and there is no serious evidence that bras increase the risk.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/brustkrebs-dank-buestenhaltern/
562,Are tattoo inks harmful to health?,Claim: Are tattoo inks harmful to health? | Finding: Many tattoo inks contain substances that are harmful to health. Which colors can be used for tattoos without health concerns is unclear. There are no studies that investigate the risk.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/tattoo-farben-als-gesundheitsrisiko/
563,Do plant hormones (phytoestrogens) other than genistein reduce the number and intensity of hot flashes during menopause?,"Claim: Do plant hormones (phytoestrogens) other than genistein reduce the number and intensity of hot flashes during menopause? | Finding: It is unclear whether phytoestrogens can help with hot flashes. Studies on this topic are often of modest quality; usually a comparison of the data is not possible. Therefore, an overall judgment cannot be made. One exception is the phytoestrogen genistein. There are indications that this plant substance in higher doses may be able to reduce the number of daily hot flashes a little.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/phytohormone-wechselbeschwerden/
564,Does the herbal hormone genistein reduce the number and intensity of hot flashes during menopause???,"Claim: Does the herbal hormone genistein reduce the number and intensity of hot flashes during menopause??? | Finding: It is unclear whether phytoestrogens can help with hot flashes. Studies on this topic are often of modest quality; usually a comparison of the data is not possible. Therefore, an overall judgment cannot be made. One exception is the phytoestrogen genistein. There are indications that this plant substance in higher doses may be able to reduce the number of daily hot flashes a little.",supports,Medizin Transparent,https://www.medizin-transparent.at/phytohormone-wechselbeschwerden/
565,Does bloodletting according to Hildegard von Bingen have health benefits?,"Claim: Does bloodletting according to Hildegard von Bingen have health benefits? | Finding: Traditional bloodletting is based on ideas that have long been disproved and is not the subject of studies. However, in the case of very specific blood diseases, bloodletting is also used in scientific medicine.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/aderlass-nach-hildegard-von-bingen/
566,Can FGXpress Power Strips reduce pain or improve wound healing?,Claim: Can FGXpress Power Strips reduce pain or improve wound healing? | Finding: We could not find a single study on these patches - nor any reason to assume that they are effective.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/fgxpress-power-strips-das-naechste-wunder-pflaster/
567,Does treatment according to the fascial distortion model help with chronic shoulder pain?,"Claim: Does treatment according to the fascial distortion model help with chronic shoulder pain? | Finding: Currently, there is only one randomized controlled trial of this type of therapy. It suggests that fascia therapy may help with some shoulder conditions.",supports,Medizin Transparent,https://www.medizin-transparent.at/die-weite-welt-der-faszientherapie/
568,Are there effective alternatives to the breathing mask (CPAP) for sleep apnea?,"Claim: Are there effective alternatives to the breathing mask (CPAP) for sleep apnea? | Finding: Although numerous other forms of treatment are available, some of them are too little researched or are clearly inferior to the standard therapy with CPAP.",refutes,Medizin Transparent,https://www.medizin-transparent.at/schlafapnoe-ein-leben-lang-mit-maske-schlafen/
569,Does closure of the foramen ovale prevent further strokes in people who have had a stroke of unknown cause?,"Claim: Does closure of the foramen ovale prevent further strokes in people who have had a stroke of unknown cause? | Finding: According to three large studies, closure of the patent foramen ovale can prevent another stroke better than purely drug treatment can.",supports,Medizin Transparent,https://www.medizin-transparent.at/foramen-ovale/
570,Does stimulation current therapy (TENS - Transcutaneous Electrical Nerve Stimulation) help with worn knee joints (knee osteoarthritis)?,"Claim: Does stimulation current therapy (TENS - Transcutaneous Electrical Nerve Stimulation) help with worn knee joints (knee osteoarthritis)? | Finding: Whether TENS treatments can improve pain associated with knee osteoarthritis is unclear. In any case, it does not seem to be able to improve restrictions in everyday movements.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/tens-arthrose-knie/
571,Does taking magnesium salts decrease the frequency and intensity of muscle cramps with unknown cause?,"Claim: Does taking magnesium salts decrease the frequency and intensity of muscle cramps with unknown cause? | Finding: No high-quality studies have been found on the efficacy of magnesium salts for exercise-induced muscle cramps, such as in athletes. For leg muscle cramps without an identifiable cause, researchers have been unable to demonstrate any effect of magnesium beyond placebo in studies. Pregnant women may benefit from magnesium supplements, but this evidence is not very robust.",refutes,Medizin Transparent,https://www.medizin-transparent.at/magnesium-gegen-muskelkraempfe/
572,Does taking magnesium salts reduce the frequency and intensity of exercise-induced muscle cramps during sports?,"Claim: Does taking magnesium salts reduce the frequency and intensity of exercise-induced muscle cramps during sports? | Finding: No high-quality studies have been found on the efficacy of magnesium salts for exercise-induced muscle cramps, such as in athletes. For leg muscle cramps without an identifiable cause, researchers have been unable to demonstrate any effect of magnesium beyond placebo in studies. Pregnant women may benefit from magnesium supplements, but this evidence is not very robust.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/magnesium-gegen-muskelkraempfe/
573,Does taking magnesium salts reduce the frequency and intensity of muscle cramps in pregnancy?,"Claim: Does taking magnesium salts reduce the frequency and intensity of muscle cramps in pregnancy? | Finding: No high-quality studies have been found on the efficacy of magnesium salts for exercise-induced muscle cramps, such as in athletes. For leg muscle cramps without an identifiable cause, researchers have been unable to demonstrate any effect of magnesium beyond placebo in studies. Pregnant women may benefit from magnesium supplements, but this evidence is not very robust.",supports,Medizin Transparent,https://www.medizin-transparent.at/magnesium-gegen-muskelkraempfe/
574,Does the active ingredient rivaroxaban (drug Xarelto) have a higher risk of dangerous bleeding than other anticoagulants?,"Claim: Does the active ingredient rivaroxaban (drug Xarelto) have a higher risk of dangerous bleeding than other anticoagulants? | Finding: High-quality studies in the most common uses of rivaroxaban show either an equal or even lower risk of bleeding than other blood-clotting medications. However, this does not mean it is the best choice in all cases. Research is still needed for bleeding in the stomach or intestines.",refutes,Medizin Transparent,https://www.medizin-transparent.at/gefaehrliche-gerinnungshemmer/
575,Does vitamin D protect against dementia or memory loss?,Claim: Does vitamin D protect against dementia or memory loss? | Finding: Some studies suggest a possible connection between the vitamin D concentration in the blood and a deteriorating memory or dementia.  Whether vitamin D actually protects against memory deterioration or dementia remains open.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/vitamin-d-demenz/
576,Does brain training boost intelligence?,"Claim: Does brain training boost intelligence? | Finding: There are many ways of brain training, but no evidence that it can improve intelligence. The most research in science is about a specific training of the ""working memory"", here the studies speak against a general improvement of intelligence.",refutes,Medizin Transparent,https://www.medizin-transparent.at/mehr-intelligenz-durch-gehirntraining/
577,Does petroleum help against cancer?,"Claim: Does petroleum help against cancer? | Finding: This rather absurd assumption has not been tested in studies. Since petroleum is more likely to pose a health hazard, such studies are also not conducted.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/petroleum-gegen-krebs/
578,Does lavender scent help with sleep disorders?,"Claim: Does lavender scent help with sleep disorders? | Finding: Based on the state of studies, it is unclear whether inhaling lavender aroma can help with sleep disorders. Most of the currently available studies have gross methodological flaws. In addition, it is uncertain what undesirable side effects may result from (long-term) inhalation of lavender aroma.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/lavendel-schlaf/
579,Does the drug Sovaldi (sofosbuvir) enable high cure rates for chronic hepatitis C?,"Claim: Does the drug Sovaldi (sofosbuvir) enable high cure rates for chronic hepatitis C? | Finding: Yes, in combination with drugs that have been available for some time, cure rates of over 90 percent are possible with sofosbuvir. However, there are many different patient groups, and success rates are not the same for all.",supports,Medizin Transparent,https://www.medizin-transparent.at/durchbruch-bei-der-behandlung-von-chronischer-hepatitis-c/
580,Does alpha lipoic acid help prevent or treat Alzheimer's disease?,Claim: Does alpha lipoic acid help prevent or treat Alzheimer's disease? | Finding: It remains to be seen whether alpha lipoic acid can help prevent or delay the onset of Alzheimer's disease. There is also a lack of conclusive studies on the question of the extent to which the substance can favorably influence the course of a disease that has already broken out.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/alzheimer-liponsaeure/
581,Are Vemma products good for health?,"Claim: Are Vemma products good for health? | Finding: We have found only one study that investigates health effects of Vemma. However, the study is so flawed that it does not allow us to draw any conclusions.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/das-vemma-dilemma/
582,Do over-the-counter cough medicines relieve cough symptoms?,Claim: Do over-the-counter cough medicines relieve cough symptoms? | Finding: That over-the-counter cough medicines provide relief from acute cough is neither proven nor disproven - there are simply no studies of sufficient quality to answer this question.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/hustensaft-rezeptfrei-und-ohne-wirkung/
583,Does a diet rich in vitamin K2 protect against diseases of the cardiovascular system?,"Claim: Does a diet rich in vitamin K2 protect against diseases of the cardiovascular system? | Finding: While there are some studies that suggest a possible link between vitamin K2-rich diets and higher vascular health. However, the studies are not very conclusive.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/vitamin-k2-schutz-fuer-die-gefaesse/
584,Can shoe insoles relieve pain in people with high arches?,"Claim: Can shoe insoles relieve pain in people with high arches? | Finding: Shoe insoles are often prescribed for foot malpositions. However, there are hardly any good studies on the effectiveness of these remedies. So for the time being, it remains largely unclear what orthopedic shoe insoles can do for people with foot malpositions and whether they relieve pain in the long term.",supports,Medizin Transparent,https://www.medizin-transparent.at/schwacher-auftritt-nutzen-von-schuheinlagen-oft-ungewiss/
585,Can shoe insoles relieve pain in people with foot deformities other than high arch?,"Claim: Can shoe insoles relieve pain in people with foot deformities other than high arch? | Finding: Shoe insoles are often prescribed for foot malpositions. However, there are hardly any good studies on the effectiveness of these remedies. So for the time being, it remains largely unclear what orthopedic shoe insoles can do for people with foot malpositions and whether they relieve pain in the long term.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/schwacher-auftritt-nutzen-von-schuheinlagen-oft-ungewiss/
586,Can dowsers find harmful soil zones or water veins?,Claim: Can dowsers find harmful soil zones or water veins? | Finding: Small studies show that dowsing rods cannot detect water veins or hypothetical interference zones in the ground.,refutes,Medizin Transparent,https://www.medizin-transparent.at/wuenschelruten/
587,Does bioresonance therapy help with health complaints?,"Claim: Does bioresonance therapy help with health complaints? | Finding: Good studies on the question are hard to find. Due to the lack of proof of efficacy, the risk of misdiagnosis and the lack of plausibility, professional associations have been warning against bioresonance for some time.",refutes,Medizin Transparent,https://www.medizin-transparent.at/ist-bioresonanz-mehr-als-esoterische-stromvergeudung/
588,Do irradiations with cold red light help with chronic gingivitis?,Claim: Do irradiations with cold red light help with chronic gingivitis? | Finding: Previous studies indicate that chronic gingivitis and inflammation after dental surgery do not improve with irradiation with cold red light.,refutes,Medizin Transparent,https://www.medizin-transparent.at/rotlicht-als-heilendes-wundermittel/
589,Does the Aspire system help you lose weight?,"Claim: Does the Aspire system help you lose weight? | Finding: Although there is only one small study on this, it shows a very large effect - which indicates that it is effective.",supports,Medizin Transparent,https://www.medizin-transparent.at/abnehmen-mit-der-magenpumpe/
590,Can FLEXISEQ ointment relieve osteoarthritis pain?,Claim: Can FLEXISEQ ointment relieve osteoarthritis pain? | Finding: Comparisons to date with other commonly used treatments are difficult to interpret but do not yield clear evidence of efficacy.,uncertain,Medizin Transparent,https://www.medizin-transparent.at/neues-im-kampf-gegen-arthrose/
591,Can butterbur prevent migraine attacks?,"Claim: Can butterbur prevent migraine attacks? | Finding: Two well-done randomized-controlled trials show efficacy - the number of migraine attacks can probably be reduced with butterbur. Even if the effect is not huge, taking it may be worthwhile due to only minor side effects.",supports,Medizin Transparent,https://www.medizin-transparent.at/kann-pestwurz-migraene-attacken-verhindern/
592,Does bisphenol A trigger allergies?,"Claim: Does bisphenol A trigger allergies? | Finding: Individual observational studies suggest an association between bisphenol A intake and the development of asthma, but not allergy, in early childhood. Asthma is often the consequence of allergy. However, the measurement of bisphenol A intake in these studies is too imprecise for a clear statement.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/bpa-plastik-als-allergieausloeser/
593,Can maggots accelerate the healing of chronic wounds compared to conventional treatment?,"Claim: Can maggots accelerate the healing of chronic wounds compared to conventional treatment? | Finding: Maggot therapy may not heal chronic wounds any faster than conventional wound care. However, the maggots seem to be able to clean the wound of dead tissue more quickly - but also cause more pain.",refutes,Medizin Transparent,https://www.medizin-transparent.at/maden-als-wunderheiler/
594,Do electric toothbrushes protect oral health better than manual brushes?,Claim: Do electric toothbrushes protect oral health better than manual brushes? | Finding: Electric toothbrushes probably combat plaque and bleeding gums slightly better than conventional manual toothbrushes. The type of electric brush does not seem to play a major role.,supports,Medizin Transparent,https://www.medizin-transparent.at/elektrische-zahnbuersten/
595,Do antidepressants from the group of serotonin reuptake inhibitors help with depression?,"Claim: Do antidepressants from the group of serotonin reuptake inhibitors help with depression? | Finding: Serotonin reuptake inhibitors have been shown to be helpful in more severe depression, although the exact mechanisms are not clear. Overall, very strong or rapid effects are not expected. For milder depression, efficacy is more debatable. Sometimes patients have to try several SSRI preparations until they feel an improvement in symptoms, and some sufferers are not helped by the drugs at all. Well-done studies should help clarify the situation in the future so that more targeted treatment is possible.",supports,Medizin Transparent,https://www.medizin-transparent.at/antidepressiva-grosser-umsatz-keine-wirkung/
596,Is there a health risk from metal contaminants in lipsticks?,"Claim: Is there a health risk from metal contaminants in lipsticks? | Finding: Several chemical analyses find traces of metals in lipsticks, which can in principle be harmful in high concentrations. However, the analyses do not examine the quantities in which the metals are actually absorbed and whether they cause damage in the body. Overall, there is still too little research into whether there could be a risk for some of the metal impurities if they are used very frequently.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/lippenstift-gesundheitsrisiko-schwermetalle/
597,Can topiramate reduce the frequency of migraine attacks?,"Claim: Can topiramate reduce the frequency of migraine attacks? | Finding: Possibly yes. A review by the Cochrane Collaboration attests that topiramate slightly reduces the frequency of migraine attacks in adults, and in some patients the attacks even decrease significantly. Still, there are unanswered questions and the side effects should not be underestimated.",supports,Medizin Transparent,https://www.medizin-transparent.at/kann-topiramat-migraene-attacken-verhindern/
598,Does particulate matter pollution increase the risk of heart attack - even if the EU limits are complied with?,"Claim: Does particulate matter pollution increase the risk of heart attack - even if the EU limits are complied with? | Finding: Recent studies from Europe indicate that everyday exposure to particulate matter may increase the risk of acute heart disease (myocardial infarction, angina pectoris). General mortality may also be increased already by 'allowed' long-term exposure within the current EU limits.",supports,Medizin Transparent,https://www.medizin-transparent.at/herzinfarkt-durch-dicke-luft/
599,Are endocrine disruptors in cosmetics a health risk?,"Claim: Are endocrine disruptors in cosmetics a health risk? | Finding: Although many cosmetics do indeed contain substances that can influence the hormone system, a health risk has not been proven. Ecological consequences, on the other hand, have already been demonstrated.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/gefaehrlicher-hormon-cocktail-in-kosmetika/
600,"Can a dietary supplement containing omega-3 fatty acids, lipids, vitamins, and nutrients (""Souvenaid"") noticeably slow or halt the decline of mental performance in Alzheimer's disease?","Claim: Can a dietary supplement containing omega-3 fatty acids, lipids, vitamins, and nutrients (""Souvenaid"") noticeably slow or halt the decline of mental performance in Alzheimer's disease? | Finding: Three randomized-controlled trials show that such a dietary supplement (Souvenaid®) is unlikely to markedly slow or halt the progression of Alzheimer's dementia. Taking omega-3 fatty acid or vitamin B supplements alone also does not appear to have such an effect.",refutes,Medizin Transparent,https://www.medizin-transparent.at/alzheimer-nahrungsergaenzung-nutzlos/
601,Do vitamin E supplements increase the likelihood of early death?,"Claim: Do vitamin E supplements increase the likelihood of early death? | Finding: Studies on this topic are very inconsistent. Nevertheless, there is a possibility that vitamin E increases the risk of death. A meta-analysis warns against high-dose vitamin preparations.",supports,Medizin Transparent,https://www.medizin-transparent.at/vitamin-e-schutz-oder-bedrohung/
602,Does meditation help against stress?,"Claim: Does meditation help against stress? | Finding: Various forms of meditation seem to be able to alleviate stress both in healthy individuals and in people with mental illness. Studies on this are numerous, but the quality of the studies is consistently unsatisfactory.",supports,Medizin Transparent,https://www.medizin-transparent.at/meditieren-gegen-stress/
603,Are there methods that effectively help against hormonal hair loss?,"Claim: Are there methods that effectively help against hormonal hair loss? | Finding: Besides own hair transplantation, the active substances finasteride or minoxidil (as a solution) can help, but both agents have side effects. The effectiveness of other means is hardly or not secured.",supports,Medizin Transparent,https://www.medizin-transparent.at/was-hilft-gegen-haarausfall/
604,Does eye training help prevent myopia?,"Claim: Does eye training help prevent myopia? | Finding: According to the current state of studies, an effectiveness of eye training can only be expected for very few diseases; an effect as prevention or therapy against myopia cannot be assumed at present.",refutes,Medizin Transparent,https://www.medizin-transparent.at/augentraining-sport-fuer-die-linse/
605,Does Cryolipolysis cause noticeable body fat reduction?,"Claim: Does Cryolipolysis cause noticeable body fat reduction? | Finding: The effectiveness of cryolipolysis cannot be assessed objectively, as there are no scientific efficacy studies on it.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/cryolipolyse-statt-fettabsaugen-wirksamkeit-nicht-bestaetigt/
606,Is acupuncture for chronic pain more effective than placebo acupuncture treatment?,"Claim: Is acupuncture for chronic pain more effective than placebo acupuncture treatment? | Finding: Acupuncture is slightly superior to sham acupuncture treatment for some types of pain. However, pain patients are unlikely to notice this difference.",supports,Medizin Transparent,https://www.medizin-transparent.at/akupunktur-bei-schmerzen-mehr-als-placeboeffekt/
607,Can Internet-based self-help training based on cognitive behavioral therapy reduce the burden of tinnitus?,"Claim: Can Internet-based self-help training based on cognitive behavioral therapy reduce the burden of tinnitus? | Finding: Cognitive behavioral therapy can noticeably improve the quality of life and depressiveness of tinnitus sufferers. Internet-based self-help training based on cognitive behavioral therapy could be similarly helpful, but is often discontinued by sufferers.",supports,Medizin Transparent,https://www.medizin-transparent.at/tinnitus-behandlung-via-internet/
608,Do probiotic foods have an antidepressant effect or a positive effect on the mind?,"Claim: Do probiotic foods have an antidepressant effect or a positive effect on the mind? | Finding: Whether probiotics can help with depression or have a positive effect on the mood has never been investigated in clinical trials. In people with constipation, they could possibly improve mood.",uncertain,Medizin Transparent,https://www.medizin-transparent.at/glucklich-und-gesund-durch-probiotische-joghurts/
